,Feature,CV-ADS1,CV-ADS2,CV-DIS1,CV-DIS2,SS-AD-S1-2,SS-AD-S2-1,SS-DI-S1-2,SS-DI-S2-1,DD-DD11,DD-DD11T,DD-DD12,DD-DD12T,DD-DD21,DD-DD21T,DD-DD22,DD-DD22T
24,Dst Port,0.5080880572028608,0.5358823738556489,0.4893862750296786,0.4879071783903133,0.3845950696235176,0.4123277239148689,0.4102893952385747,0.4240222722012959,0.336442925311269,0.338783148341692,0.3198501730409964,0.3465132094487247,0.3932693222610628,0.3524620686581581,0.3393755742583335,0.3693961012671302
25,ECE Flag Cnt,0.0007968342217965,0.0025295020126723,0.000496073695385,0.0009309547581003,0.0021022918966322,0.0008020370490148,0.000934824843017,0.0005075323398926,0.0005075323398926,0.0008020370490148,0.000934824843017,0.0008020370490148,0.0005075323398926,0.0021022918966322,0.000934824843017,0.0021022918966322
26,FIN Flag Cnt,0.0621941219035318,0.0647158571198828,0.0616075430846797,0.0572821811166084,0.0542770770794944,0.0543974873767516,0.0573629050676275,0.061181398490708,0.0112892548791275,0.040137267944609,0.0077929753495127,0.0479530749229001,0.0114823687327922,0.049490131907166,0.0074637843401347,0.0403337609761574
27,Flow Byts/s,0.4653966532885271,0.5319692873660651,0.4233816289838599,0.3581551071739107,0.4645138631753098,0.4020981730646148,0.3292828507370773,0.3589747033871435,0.1013014078176746,0.1634778555030991,0.0779104829567706,0.1359415225018623,0.1719971760997388,0.1806178914049027,0.1388054690179742,0.1388927072110299
28,Flow Duration,0.4613466444628653,0.5266418004034665,0.3969516826053371,0.3794359810796089,0.4419090270110322,0.3994479147810833,0.3200566243113881,0.3186521510632212,0.1682485145745218,0.1426919490510846,0.1330309009062785,0.1350207761546404,0.1654343322218876,0.1464555531408204,0.1422585951835154,0.1318283035275154
29,Flow IAT Max,0.4810632600834472,0.5459720803535622,0.4754657187860759,0.4466930007243236,0.466058589783734,0.4165858863166457,0.3682145824050803,0.3805044347568372,0.1567074397096598,0.1406437327248002,0.1301568389690438,0.1356705964039599,0.1588550686542249,0.1559391144228424,0.1462937628082565,0.1539988753726298
30,Flow IAT Mean,0.4899853124894953,0.5556990408308135,0.4523891503666807,0.4070926679192789,0.4687544005926415,0.4203056929887926,0.3450151557139498,0.363804659882496,0.1424469160055114,0.1463269061285069,0.1216557436354557,0.1239251204244753,0.1472591708068762,0.1577216033168,0.1253154386023827,0.1233134249712235
31,Flow IAT Min,0.3644047663614497,0.397153929654389,0.3727976979559102,0.335462793308929,0.3337683038502612,0.300609925306778,0.2788838360928805,0.3038987605704604,0.1084639818504379,0.0844383220815297,0.1015884074069121,0.0978085647608039,0.1039329426322626,0.0795897601865187,0.1008818218791919,0.0923372409169218
32,Flow IAT Std,0.3645978378784493,0.4586932301807412,0.3921663665521802,0.3465912001360639,0.3439009502955761,0.3189735559186296,0.3038235403478762,0.3193343546325992,0.1175973916875711,0.1170953496774422,0.1118326660648626,0.1022772131330224,0.1117464910077883,0.1401105465748636,0.0840189789819659,0.1322679555012831
33,Flow Pkts/s,0.4803332158771107,0.5453211721507749,0.4518079606153996,0.4129164940722874,0.473179427412171,0.4101291119470193,0.3510236540779881,0.3634079626948333,0.1365895261443179,0.1480453160722129,0.1198629602452016,0.1399984513372558,0.1289663947287602,0.159097141554467,0.1209126348537934,0.1358549661620557
34,Fwd Act Data Pkts,0.2093081553022813,0.2466239589241778,0.2322401786349122,0.1992385033999943,0.2140420494149995,0.1723354136143763,0.1890227245465944,0.2119151508822082,0.0506757446945359,0.0763634566465273,0.0378798109813521,0.0882362951323165,0.0996046976015779,0.0875879720130595,0.064631555766244,0.1019900201283094
35,Fwd Blk Rate Avg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,Fwd Byts/b Avg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,Fwd Header Len,0.3658150779707095,0.457293792190914,0.3938047292675349,0.3390470186343179,0.3975453601722024,0.3205949641014078,0.3117135818137651,0.356536502198838,0.127807056881454,0.1274890426291924,0.0996018142065909,0.1188156448440308,0.1409031122966547,0.1585414869672718,0.1172686142477303,0.1601189556944129
38,Fwd IAT Max,0.4073112822680022,0.4936872013296936,0.4265666644423825,0.3640101085874335,0.3868187915368144,0.365899587313832,0.3310767223456665,0.3716767282137292,0.1570933703989545,0.1299340806304224,0.1364088111107056,0.1352961751636433,0.1747248549431825,0.1471077555717326,0.1339541173023177,0.1472712160645005
39,Fwd IAT Mean,0.397636357897862,0.4748057551258109,0.4134926358572757,0.3413164140092551,0.3671181612464105,0.3402831896855066,0.3263389084146686,0.368186410356968,0.1124025638409035,0.1061985034049275,0.114381453829316,0.1110222903967939,0.1157036209159619,0.1124709513085795,0.0913394296951014,0.1147643789011947
40,Fwd IAT Min,0.3099511414322019,0.3617712860126939,0.3658046502722984,0.2883260443582812,0.2682903229365176,0.2524396594671967,0.2600112630631164,0.3107763350924242,0.0939233150644626,0.0918259184531211,0.0783037406541138,0.0719132465607662,0.0935232449284556,0.0961427898455533,0.0499376349368935,0.0673172909294402
41,Fwd IAT Std,0.3141982601610488,0.4140768203797186,0.2685125820857688,0.2339237018190917,0.3581325712320572,0.293431169578257,0.2035012221937779,0.2270053324660298,0.1154261151043724,0.0936837402044906,0.085066959314076,0.1014983404327254,0.1322915125039238,0.1196821538006144,0.0934095157047933,0.1474601728768144
42,Fwd IAT Tot,0.3823446859550234,0.4528524621489189,0.3866479847345013,0.3269610121830518,0.3547783524267832,0.3270601308612137,0.3072692083342022,0.3366946802061722,0.1444687778911557,0.1297055540349545,0.1445553265337356,0.1289676098699749,0.1469556128388924,0.1434045941802701,0.1205475516051587,0.1418421300511234
43,Fwd Pkt Len Max,0.5080093718456095,0.5757241358760895,0.5248962489096118,0.4662930625318389,0.5325070890560712,0.4436523601450125,0.4421116474232577,0.5093227233549423,0.2589020432804139,0.2532935410972989,0.2353114269020341,0.2655427934934895,0.2967458270225678,0.2829465731559321,0.2400485411636628,0.2915540961569124
44,Fwd Pkt Len Mean,0.5449186763088113,0.6020291471314616,0.5447898041277164,0.4824378990642984,0.5614729842957789,0.4586835753719091,0.4559810816512794,0.5253760312657896,0.2306149931500145,0.2627990595166241,0.2071512534228275,0.2629906044452955,0.2658327425264295,0.2759063289462981,0.2082673457607903,0.2885840639955248
45,Fwd Pkt Len Min,0.2247268605257933,0.270523822785339,0.2721267278597268,0.2142818565269465,0.1589600023095599,0.1962343449740771,0.208495661121315,0.2667144262711884,0.1666541419932367,0.152008872028616,0.1579448152919249,0.1586447576434629,0.1745964884003862,0.1594759149258247,0.133597907323964,0.1664749185474507
46,Fwd Pkt Len Std,0.4701233576574669,0.4688867654540131,0.3991309458084906,0.3543690425703867,0.4501059802837018,0.3584674138991358,0.3289829014884199,0.3844855217961368,0.1873354304165301,0.2159392043402236,0.1633334930414272,0.2191069058830506,0.1497640133694688,0.2135871403034427,0.1214423898622273,0.2150723147149038
47,Fwd Pkts/b Avg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,Fwd Pkts/s,0.4695798504429239,0.5557481942107451,0.46732253347823,0.4277464770895239,0.4663388946103121,0.4203259861185315,0.3853931885523527,0.4011936035323604,0.1520817670499398,0.1599298926719276,0.1383616652497907,0.1491485133517217,0.1531711461408623,0.1633725636503469,0.1346031611177699,0.146550870069701
49,Fwd PSH Flags,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,Fwd Seg Size Avg,0.5457171560960484,0.6023170402809261,0.544420788226935,0.4825212116931012,0.5614729842957789,0.4586835753719091,0.4559810816512794,0.5253760312657896,0.2306149931500145,0.2627990595166241,0.2071512534228275,0.2629906044452955,0.2658327425264295,0.2759063289462981,0.2082673457607903,0.2885840639955248
51,Fwd Seg Size Min,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,Fwd URG Flags,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,Idle Max,0.2942319527420148,0.3480433621316806,0.3150904567353044,0.2298827073981781,0.3249280222223161,0.2751008713324732,0.2056894315286259,0.2581345607609611,0.1446955645986949,0.1281120544047893,0.0947558178705032,0.122434568480047,0.1379498196089248,0.1385432224430454,0.1032002888709364,0.1398478759289328
54,Idle Mean,0.2900210277217503,0.337046040975001,0.2891799994366536,0.2097279990076084,0.3177339734387164,0.2751021592643147,0.1832493743483904,0.2301217457189615,0.1516415055145191,0.1589383078117904,0.1018157351684861,0.1469406740129542,0.1462673763196545,0.169418898352803,0.111594402147789,0.1661568506137328
55,Idle Min,0.2920062382681928,0.3434467874638142,0.2766193458170088,0.2054376622719792,0.32290502260012,0.280059573220767,0.1798948568065069,0.2261993051137368,0.139631034719836,0.1365394532969471,0.0961605462092496,0.1311982735886091,0.1435267187054595,0.1526332763195651,0.111937897285283,0.14626307319627
56,Idle Std,0.1182097354640455,0.1207770090828874,0.1334852526086231,0.0878411242180244,0.0874185203109786,0.0956403098013662,0.082019212629713,0.1123217504017863,0.0385939883921399,0.0614678281001447,0.0397409525418016,0.0628822260951113,0.0658171664956432,0.0701334568948972,0.0447117383415145,0.0719434238402139
57,Init Bwd Win Byts,0.5660419029098717,0.5634571965958104,0.5212968487320175,0.5428562261576101,0.5310198998681304,0.4663531680427706,0.4654221619895134,0.4881576445268557,0.1750441995185623,0.1618343939765053,0.1657506365829717,0.1833264909350032,0.1354738028236898,0.138387532753348,0.1447095618553551,0.1433740895643001
58,Init Fwd Win Byts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,Pkt Len Max,0.594908600052985,0.6393484482933485,0.5720293169186175,0.5172568648177096,0.5997396583251426,0.5242138894456441,0.4893009724347402,0.5226748068633099,0.2836445034969637,0.3158502291130568,0.2527810075540294,0.3721007421866479,0.3415375054523503,0.3377999589639954,0.2850770375010744,0.40148575697362
60,Pkt Len Mean,0.662679113219823,0.691699025066916,0.6085687999596257,0.5530541571548278,0.6436477259773219,0.5746311741504555,0.5191862490367019,0.5642132279555905,0.2111603304899809,0.3064335504240517,0.1785045554794214,0.2938446077083886,0.259053782695814,0.3021887478269118,0.2110318767631497,0.2841736252777
61,Pkt Len Min,0.2749052523081282,0.3091891946795434,0.3071780246358833,0.2516965476730933,0.1915064875989215,0.2513599879526084,0.2432522599712051,0.2950718652333786,0.1941555937966717,0.1972877205594241,0.1728305943927242,0.1982150608327254,0.2254732364746833,0.1936723383581498,0.173128766830342,0.1939674335882731
62,Pkt Len Std,0.5751762541139162,0.5784856565278129,0.5014027619594629,0.4659556980582751,0.5420962524481454,0.4661494083783132,0.4334393208812924,0.4672625197529872,0.2025935020214249,0.2742587401956646,0.1765423146596102,0.240060083298664,0.192422802445186,0.2675199912098837,0.1609735953949843,0.2586367921972688
63,Pkt Len Var,0.574672141901267,0.5783905063882562,0.5014731769215484,0.4666133279571463,0.5421141849577527,0.4661494083783132,0.4334393208812924,0.4672625197529872,0.2025893014383112,0.2742451689533766,0.1765306946184512,0.240060083298664,0.1920998164856112,0.2675199912098837,0.1606536892741608,0.2586367921972688
64,Pkt Size Avg,0.6656451572837861,0.7077381003003088,0.6135310897420175,0.5580781909055098,0.6601987827455109,0.5780889702282308,0.518825700626332,0.5706782835454854,0.2198497475512052,0.2890564366984607,0.1858048516334676,0.3024806995992648,0.2735537785400727,0.3013234710709399,0.2285928892220636,0.3202113221233139
65,Protocol,0.111725022934507,0.0925192545210542,0.0919405076906924,0.0727341673067823,0.0224569203268799,0.1027984464015567,0.0741576906424046,0.0926989946878076,0.0373554193000419,0.1027984464015567,0.0485052901570136,0.1027984464015567,0.0926989946878076,0.0925144436797226,0.0741576906424046,0.0925144436797226
66,PSH Flag Cnt,0.0221203403586705,0.0285775427637218,0.032222019705154,0.0180130678996116,0.0077108319022097,0.0195924290983854,0.0180032840445433,0.0322212387587166,0.0175107655580044,-0.0201966119305139,0.0074413091340946,-0.0201966119305139,-0.0038187256432622,-0.0223395307351144,-0.0086786611515721,-0.0223395307351144
67,RST Flag Cnt,0.0026367336291851,0.002214864797445,0.001464207260671,0.0039932182606804,0.0022784577849874,0.0022374070266675,0.0040348161494152,0.0014633489378677,0.0014633489378677,0.0029781701638749,0.0040348161494152,0.0029781701638749,0.0014309615144606,0.0022784577849874,0.0038952470373285,0.0022784577849874
68,Src Port,0.7899409075629658,0.8227357306554944,0.7415095062625771,0.6729597637003064,0.5853139913845122,0.5503640380593597,0.4095786351004877,0.451350943446399,0.2637248762860916,0.2474351064704107,0.2312500457366563,0.2795465248550631,0.3080683402184097,0.2651331892597769,0.2580295342339223,0.3019625453427123
69,Subflow Bwd Byts,0.6526561294877858,0.7051868635428076,0.6217132619110062,0.5674153232870157,0.649063846514111,0.5997442954225265,0.5299704036137076,0.6005304025646738,0.3905797527506757,0.3712650039418913,0.3310240285688455,0.3561911001044453,0.3737699717867878,0.3887398475273415,0.3223593928681002,0.3717197898068388
70,Subflow Bwd Pkts,0.2247955914108722,0.2875121358594267,0.2311249009500907,0.1907406508226456,0.2585823869494043,0.2111283162026928,0.1715774814116771,0.1878945916390308,0.074663602938655,0.0942411280943092,0.0615209417572649,0.0901591971007071,0.0885602970372132,0.1368880773646725,0.068992039593376,0.1230454699244548
71,Subflow Fwd Byts,0.547928453371709,0.5926344518229893,0.530507164648049,0.4742150859856608,0.5478261806212467,0.4632356596131161,0.43772313924633,0.5048883835360529,0.2046044306635535,0.2270092496066724,0.1860597532124298,0.2248648800496857,0.2237545540896515,0.2676921504651071,0.1808457502037737,0.2252241022913914
72,Subflow Fwd Pkts,0.2647384568699916,0.3502847439686715,0.311217199605633,0.2544871170430016,0.3132536902803782,0.2474398917941624,0.233953193227102,0.2853815792478252,0.094934827614445,0.1209268762112427,0.073972439122058,0.097750108718645,0.104068695325868,0.1441189175316098,0.0802717261757939,0.1108266053652522
73,SYN Flag Cnt,0.0452617433909896,0.0516825501559591,0.0465633185778793,0.0578146740388424,0.0520450767975274,0.0383080365241579,0.042022990839191,0.0293241093253123,0.0254890529861381,0.0383080365241579,0.0232953536173776,0.0357229243514543,0.0467058853666676,0.0516852587256291,0.042022990839191,0.0042854530392566
74,Tot Bwd Pkts,0.2246693819366372,0.287424352136103,0.2310971889278477,0.1909734086071402,0.2585823869494043,0.2111283162026928,0.1715774814116771,0.1878945916390308,0.074663602938655,0.0942411280943092,0.0615209417572649,0.0901591971007071,0.0885602970372132,0.1368880773646725,0.068992039593376,0.1230454699244548
75,Tot Fwd Pkts,0.2647031288273497,0.3504571960465171,0.3088245703677219,0.2546804827634925,0.3132536902803782,0.2474398917941624,0.233953193227102,0.2853815792478252,0.094934827614445,0.1209268762112427,0.073972439122058,0.097750108718645,0.104068695325868,0.1441189175316098,0.0802717261757939,0.1108266053652522
76,TotLen Bwd Pkts,0.6519045124776081,0.7058259094164214,0.6200847686948167,0.5672826772937023,0.649063846514111,0.5997442954225265,0.5299704036137076,0.6005304025646738,0.3905797527506757,0.3712650039418913,0.3310240285688455,0.3561911001044453,0.3737699717867878,0.3887398475273415,0.3223593928681002,0.3717197898068388
77,TotLen Fwd Pkts,0.5480108668171727,0.5920384056484752,0.5302370277015185,0.4743158438706024,0.5478261806212467,0.4632356596131161,0.43772313924633,0.5048883835360529,0.2046044306635535,0.2270092496066724,0.1860597532124298,0.2248648800496857,0.2237545540896515,0.2676921504651071,0.1808457502037737,0.2252241022913914
78,URG Flag Cnt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
