MI_dir_5_weight,MI_dir_5_mean,MI_dir_5_std,MI_dir_3_weight,MI_dir_3_mean,MI_dir_3_std,MI_dir_1_weight,MI_dir_1_mean,MI_dir_1_std,MI_dir_0.1_weight,MI_dir_0.1_mean,MI_dir_0.1_std,MI_dir_0.01_weight,MI_dir_0.01_mean,MI_dir_0.01_std,HH_5_weight_0,HH_5_mean_0,HH_5_std_0,HH_5_radius_0_1,HH_5_magnitude_0_1,HH_5_covariance_0_1,HH_5_pcc_0_1,HH_3_weight_0,HH_3_mean_0,HH_3_std_0,HH_3_radius_0_1,HH_3_magnitude_0_1,HH_3_covariance_0_1,HH_3_pcc_0_1,HH_1_weight_0,HH_1_mean_0,HH_1_std_0,HH_1_radius_0_1,HH_1_magnitude_0_1,HH_1_covariance_0_1,HH_1_pcc_0_1,HH_0.1_weight_0,HH_0.1_mean_0,HH_0.1_std_0,HH_0.1_radius_0_1,HH_0.1_magnitude_0_1,HH_0.1_covariance_0_1,HH_0.1_pcc_0_1,HH_0.01_weight_0,HH_0.01_mean_0,HH_0.01_std_0,HH_0.01_radius_0_1,HH_0.01_magnitude_0_1,HH_0.01_covariance_0_1,HH_0.01_pcc_0_1,HH_jit_5_weight,HH_jit_5_mean,HH_jit_5_std,HH_jit_3_weight,HH_jit_3_mean,HH_jit_3_std,HH_jit_1_weight,HH_jit_1_mean,HH_jit_1_std,HH_jit_0.1_weight,HH_jit_0.1_mean,HH_jit_0.1_std,HH_jit_0.01_weight,HH_jit_0.01_mean,HH_jit_0.01_std,HpHp_5_weight_0,HpHp_5_mean_0,HpHp_5_std_0,HpHp_5_radius_0_1,HpHp_5_magnitude_0_1,HpHp_5_covariance_0_1,HpHp_5_pcc_0_1,HpHp_3_weight_0,HpHp_3_mean_0,HpHp_3_std_0,HpHp_3_radius_0_1,HpHp_3_magnitude_0_1,HpHp_3_covariance_0_1,HpHp_3_pcc_0_1,HpHp_1_weight_0,HpHp_1_mean_0,HpHp_1_std_0,HpHp_1_radius_0_1,HpHp_1_magnitude_0_1,HpHp_1_covariance_0_1,HpHp_1_pcc_0_1,HpHp_0.1_weight_0,HpHp_0.1_mean_0,HpHp_0.1_std_0,HpHp_0.1_radius_0_1,HpHp_0.1_magnitude_0_1,HpHp_0.1_covariance_0_1,HpHp_0.1_pcc_0_1,HpHp_0.01_weight_0,HpHp_0.01_mean_0,HpHp_0.01_std_0,HpHp_0.01_radius_0_1,HpHp_0.01_magnitude_0_1,HpHp_0.01_covariance_0_1,HpHp_0.01_pcc_0_1,Label
2.350914311500511,60.0,4.547473508864641e-13,2.7040667601642623,59.99999999999999,4.547473508864641e-13,3.4122278395506638,60.00000000000001,4.547473508864641e-13,3.9316028328841,60.00000000000001,4.547473508864641e-13,3.9930527003962326,60.0,0.0,2.350914311500511,60.0,4.547473508864641e-13,4.547473508864641e-13,60.0,0.0,0.0,2.7040667601642623,59.99999999999999,4.547473508864641e-13,4.547473508864641e-13,59.99999999999999,0.0,0.0,3.4122278395506638,59.99999999999999,1.3642420526593924e-12,1.3642420526593924e-12,59.99999999999999,0.0,0.0,3.9316028328841,60.0,4.547473508864641e-13,4.547473508864641e-13,60.0,0.0,0.0,3.9930527003962326,60.00000000000001,4.547473508864641e-13,4.547473508864641e-13,60.00000000000001,0.0,0.0,1.1755677381352465,0.4270107540512368,0.0320127025538072,1.3521006513373224,0.3712593924150136,0.0485312779624127,1.7061369588111015,0.2942202639167001,0.0611271438883307,1.965803765446573,0.2553561424201481,0.0629769338303358,1.9965265856321084,0.2514266876844565,0.0629958060733144,1.1755677381352465,60.0,4.547473508864641e-13,4.547473508864641e-13,60.0,0.0,0.0,1.3521006513373224,59.99999999999999,9.094947017729282e-13,9.094947017729282e-13,59.99999999999999,0.0,0.0,1.7061369588111015,59.99999999999999,1.3642420526593924e-12,1.3642420526593924e-12,59.99999999999999,0.0,0.0,1.965803765446573,60.0,0.0,0.0,60.0,0.0,0.0,1.9965265856321084,59.99999999999999,9.094947017729282e-13,9.094947017729282e-13,59.99999999999999,0.0,0.0,5c:cf:7f:05:f2:c6
2.2140892563309524,98.07911468934653,228.5475436913548,2.6196965092444757,96.83008421641048,218.4418865741809,3.3833622563108112,94.89583872350975,196.63505383410663,3.928684525057109,93.86741226252148,181.9936044296919,3.9927605612871897,93.7617591765367,180.3696289580876,2.2140892563309524,98.07911468934653,228.54754369135844,228.54754369135844,114.97613986495628,0.0,0.0,2.6196965092444757,96.83008421641044,218.4418865741864,218.4418865741864,113.91253315310452,6.284883123011874e-15,6.305857575320623e-10,3.3833622563108112,94.89583872350975,196.63505383410663,196.63505383410663,112.27297184557987,1.8983753734453e-14,1.159059963060879e-09,3.928684525057108,93.8674122625215,181.9936044296901,181.9936044296901,111.40507656683413,3.6804215353171244e-14,4.0456136984439024e-09,3.992760561287189,93.76175917653671,180.3696289580876,180.3696289580876,111.31607019599132,-2.2915332526162745e-14,-2.530226318967638e-09,1.351371899567355,0.3712655019991675,0.0484050212300118,1.7044857409685332,0.2943731605124736,0.0610040476910326,2.4124640312994856,0.2080152064541315,0.06105608212799,2.931633531250248,0.1711959267076988,0.0565429712439038,2.993055853987682,0.1676848655987635,0.0559710018501762,1.175622003032471,86.0,9.094947017729282e-13,9.094947017729282e-13,86.0,0.0,0.0,1.3521659441693257,86.0,0.0,0.0,86.0,0.0,0.0,1.7061806043160888,86.0,0.0,0.0,86.0,0.0,0.0,1.965809734801404,86.0,0.0,0.0,86.0,0.0,0.0,1.9965272015547684,86.0,0.0,0.0,86.0,0.0,0.0,sudoku
1.8306798223384264,98.97390958411978,269.92104804255905,1.894664483082635,99.5826681744154,271.4085023217704,1.963577681514236,100.1939422052548,272.1563286262753,1.9962966573430716,100.4693907448001,272.2490630734974,1.9996290471192752,100.49693907100382,272.2499906307112,1.8306798223384264,98.97390958411978,269.92104804255905,353.68255809941616,139.33896625356277,66.08764044902668,0.2660808330509491,1.894664483082635,99.58266817441536,271.4085023217722,348.3955122309085,138.89842695326993,59.49212466218775,0.2443316881810247,1.963577681514236,100.1939422052548,272.1563286262753,335.7594549788214,138.00016761463849,48.93829337774261,0.2115481007237074,1.9962966573430716,100.4693907448001,272.2490630734956,327.47705934569933,137.49614380590276,43.27300112963504,0.1944042503729809,1.9996290471192752,100.4969390710038,272.2499906307148,326.5781077306048,137.44417865635458,42.68990811666063,0.1926458143114006,1.8306798223384264,0.0292389286877809,0.0007101605994525,1.894664483082635,0.0282515016529067,0.0007140740824145,1.963577681514236,0.0272599944883436,0.0007160416087728,1.9962966573430716,0.0268132076355592,0.000716285592527,1.9996290471192752,0.0267685233181751,0.0007162880329243,1.8306798223384264,98.9739095841198,269.9210480425554,269.9210480425554,153.24762568589935,0.0,0.0,1.8946644830826345,99.5826681744154,271.4085023217704,271.4085023217704,153.64149114329672,0.0,0.0,1.963577681514236,100.1939422052548,272.1563286262772,272.1563286262772,154.03839149585386,0.0,0.0,1.9962966573430716,100.46939074480012,272.2490630734956,272.2490630734956,154.21769832490477,0.0,0.0,1.9996290471192752,100.4969390710038,272.2499906307148,272.2499906307148,154.23564686103225,0.0,0.0,00:16:6c:7f:82:20
1.0,76.0,0.0,1.0,76.0,0.0,1.0,76.0,0.0,1.0,76.0,0.0,1.0,76.0,0.0,1.0,76.0,0.0,228.54754369135844,124.07865544986367,0.0,0.0,1.0,76.0,0.0,218.4418865741864,123.09372530457082,0.0,0.0,1.0,76.0,0.0,196.63505383410663,121.57804163186036,0.0,0.0,1.0,76.0,0.0,181.9936044296901,120.77703045224358,0.0,0.0,1.0,76.0,0.0,180.3696289580876,120.69493561818932,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,76.0,0.0,0.0,139.51702405083043,0.0,0.0,1.0,76.0,0.0,0.0,139.51702405083043,0.0,0.0,1.0,76.0,0.0,0.0,139.51702405083043,0.0,0.0,1.0,76.0,0.0,0.0,139.51702405083043,0.0,0.0,1.0,76.0,0.0,0.0,139.51702405083043,0.0,0.0,e0:b9:4d:08:71:23
1.5954160649829603,79.64116169915596,18.947749976378876,1.7326428724775815,79.19437683492761,19.76784081111782,1.901496634303213,78.73311382078674,20.19565794655773,1.9896836850297857,78.52333205911836,20.249455615017723,1.9989635477901464,78.5023332266111,20.249994556055757,1.5954160649829603,79.64116169915596,18.947749976378876,18.947749976378876,79.64116169915596,0.0,0.0,1.7326428724775815,79.19437683492761,19.76784081111782,19.76784081111782,79.19437683492761,0.0,0.0,1.901496634303213,78.73311382078674,20.19565794655773,20.19565794655773,78.73311382078674,0.0,0.0,1.9896836850297857,78.52333205911836,20.249455615017723,20.249455615017723,78.52333205911836,0.0,0.0,1.9989635477901464,78.5023332266111,20.249994556055757,20.249994556055757,78.5023332266111,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,83.0,0.0,0.0,83.0,0.0,0.0,1.0,83.0,0.0,0.0,83.0,0.0,0.0,1.0,83.0,0.0,0.0,83.0,0.0,0.0,1.0,83.0,0.0,0.0,83.0,0.0,0.0,1.0,83.0,0.0,0.0,83.0,0.0,0.0,3c:33:00:98:ee:fd
2.580458395101793,103.08632012818632,179.604381529869,3.139950596824759,101.34286725125142,192.45385705041008,4.162758916516992,98.7644656604655,196.73305722127407,4.902284375664596,97.3622294588731,192.53087480229624,4.9900693401232274,97.21626845256164,191.8399414931064,2.580458395101793,103.0863201281863,179.60438152987626,180.6010827594805,130.26704892013947,0.0,0.0,3.139950596824759,101.34286725125142,192.45385705040823,193.46641730262303,128.61619674433422,0.0,0.0,4.162758916516992,98.7644656604655,196.73305722127407,197.76693455561133,126.30646416203024,0.0,0.0,4.902284375664595,97.36222945887312,192.5308748022926,193.59281547836596,125.08124320963886,0.0,0.0,4.9900693401232274,97.21626845256164,191.83994149310277,192.9057423499813,124.95446840294436,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,111.0,0.0,0.0,111.0,0.0,0.0,1.0,111.0,0.0,0.0,111.0,0.0,0.0,1.0,111.0,0.0,0.0,111.0,0.0,0.0,1.0,111.0,0.0,0.0,111.0,0.0,0.0,1.0,111.0,0.0,0.0,111.0,0.0,0.0,sudoku
1.0,82.0,0.0,1.0,82.0,0.0,1.0,82.0,0.0,1.0,82.0,0.0,1.0,82.0,0.0,1.0,82.0,0.0,0.0,82.0,0.0,0.0,1.0,82.0,0.0,0.0,82.0,0.0,0.0,1.0,82.0,0.0,0.0,82.0,0.0,0.0,1.0,82.0,0.0,0.0,82.0,0.0,0.0,1.0,82.0,0.0,0.0,82.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,82.0,0.0,0.0,82.0,0.0,0.0,1.0,82.0,0.0,0.0,82.0,0.0,0.0,1.0,82.0,0.0,0.0,82.0,0.0,0.0,1.0,82.0,0.0,0.0,82.0,0.0,0.0,1.0,82.0,0.0,0.0,82.0,0.0,0.0,34:c3:d2:e0:fc:c9
1.9994836984361173,82.0,0.0,1.9996901870658843,81.99999999999999,2.7284841053187847e-12,1.9998967183552303,82.0,0.0,1.9999896713554723,81.99999999999999,2.7284841053187847e-12,1.9999989671307463,82.0,9.094947017729282e-13,1.9994836984361173,82.0,0.0,0.0,82.0,0.0,0.0,1.9996901870658843,81.99999999999999,2.7284841053187847e-12,2.7284841053187847e-12,81.99999999999999,0.0,0.0,1.9998967183552303,82.0,0.0,0.0,82.0,0.0,0.0,1.9999896713554723,81.99999999999999,2.7284841053187847e-12,2.7284841053187847e-12,81.99999999999999,0.0,0.0,1.9999989671307463,82.0,9.094947017729282e-13,9.094947017729282e-13,82.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.9994836984361173,82.0,0.0,0.0,82.0,0.0,0.0,1.9996901870658843,81.99999999999999,2.7284841053187847e-12,2.7284841053187847e-12,81.99999999999999,0.0,0.0,1.9998967183552303,82.0,0.0,0.0,82.0,0.0,0.0,1.9999896713554723,81.99999999999999,2.7284841053187847e-12,2.7284841053187847e-12,81.99999999999999,0.0,0.0,1.9999989671307463,82.0,9.094947017729282e-13,9.094947017729282e-13,82.0,0.0,0.0,34:c3:d2:e0:fc:c9
2.9994688290060365,82.0,9.094947017729282e-13,2.9996812644732165,82.0,9.094947017729282e-13,2.99989374384607,82.0,0.0,2.999989373890532,81.99999999999999,1.8189894035458565e-12,2.9999989373841123,82.0,9.094947017729282e-13,2.9994688290060365,82.0,9.094947017729282e-13,9.094947017729282e-13,82.0,0.0,0.0,2.9996812644732165,82.0,9.094947017729282e-13,9.094947017729282e-13,82.0,0.0,0.0,2.99989374384607,82.0,0.0,0.0,82.0,0.0,0.0,2.999989373890532,81.99999999999999,1.8189894035458565e-12,1.8189894035458565e-12,81.99999999999999,0.0,0.0,2.9999989373841123,82.0,9.094947017729282e-13,9.094947017729282e-13,82.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.9994688290060365,82.0,9.094947017729282e-13,9.094947017729282e-13,82.0,0.0,0.0,2.9996812644732165,82.0,9.094947017729282e-13,9.094947017729282e-13,82.0,0.0,0.0,2.99989374384607,82.0,0.0,0.0,82.0,0.0,0.0,2.999989373890532,81.99999999999999,1.8189894035458565e-12,1.8189894035458565e-12,81.99999999999999,0.0,0.0,2.9999989373841123,82.0,9.094947017729282e-13,9.094947017729282e-13,82.0,0.0,0.0,34:c3:d2:e0:fc:c9
3.999458915228084,82.0,0.0,3.99967531578123,82.0,9.094947017729282e-13,3.999891760806974,82.00000000000001,3.637978807091713e-12,3.9999891755802417,81.99999999999999,2.7284841053187847e-12,3.99999891755302,82.0,0.0,3.999458915228084,82.0,0.0,0.0,82.0,0.0,0.0,3.99967531578123,82.0,9.094947017729282e-13,9.094947017729282e-13,82.0,0.0,0.0,3.999891760806974,82.00000000000001,3.637978807091713e-12,3.637978807091713e-12,82.00000000000001,0.0,0.0,3.9999891755802417,81.99999999999999,2.7284841053187847e-12,2.7284841053187847e-12,81.99999999999999,0.0,0.0,3.99999891755302,82.0,0.0,0.0,82.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.999458915228084,82.0,0.0,0.0,82.0,0.0,0.0,3.99967531578123,82.0,9.094947017729282e-13,9.094947017729282e-13,82.0,0.0,0.0,3.999891760806974,82.00000000000001,3.637978807091713e-12,3.637978807091713e-12,82.00000000000001,0.0,0.0,3.9999891755802417,81.99999999999999,2.7284841053187847e-12,2.7284841053187847e-12,81.99999999999999,0.0,0.0,3.99999891755302,82.0,0.0,0.0,82.0,0.0,0.0,34:c3:d2:e0:fc:c9
